songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Where Is The Love?,Black Eyed Peas,spotify:track:7oPnZNl1acGA7ELxsNirrR,0.834,0.699,5,-3.222,1,0.196,0.111,0.0,0.131,0.803,94.069,272533,4,5
Everybody Wants To Rule The World,Tears For Fears,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4,5
Born To Be Wild,Steppenwolf,spotify:track:63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4,7
Ray of Light,Madonna,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,320693,4,7
Our Lips Are Sealed,The Go-Go's,spotify:track:78wTOLl1ANJtgOkOoNNZ06,0.62,0.819,8,-8.789,1,0.05,0.0162,0.0,0.0412,0.964,131.223,165627,4,5
April Sun in Cuba - Remastered 2006,Dragon,spotify:track:5TMgdFvav2yZriCDbK0IAl,0.787,0.653,2,-10.31,1,0.059,0.0587,7.6e-06,0.309,0.921,121.427,207960,4,5
Come On Eileen,Dexys Midnight Runners,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,287307,4,6
California Love - Original Version,2Pac,spotify:track:3ia3dJETSOllPsv3LJkE35,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,4,5
Jailbreak,AC/DC,spotify:track:5UKeFkVeUfvP6S43I8s9mt,0.572,0.835,9,-5.552,1,0.079,0.00953,0.0144,0.012,0.591,131.567,280960,4,2
Kids In America,Kim Wilde,spotify:track:1YGZyfvdgZxzipWoWYVKxi,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,205533,4,2
You're Still The One,Shania Twain,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,212200,4,6
Lightning Crashes,Live,spotify:track:2VFRnfx3nzHdeSrFhtq9Jj,0.397,0.431,11,-9.258,1,0.0487,0.271,2.81e-06,0.118,0.463,94.103,324733,4,6
We Didn't Start the Fire,Billy Joel,spotify:track:38bDGWuyYdSdNfrFfbCiVS,0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.024,288400,4,5
Loser,Beck,spotify:track:5NTZM8YYeKM2YsGSffVIge,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000,4,1
Fernando,ABBA,spotify:track:4BM8yJ0PzBi2ZewpMTOxtx,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,252960,4,6
Shout To The Top - USA Remix,The Style Council,spotify:track:0mF5QmsOJq5w3FqGMjycII,0.689,0.95,7,-5.86,1,0.101,0.0423,0.000714,0.0502,0.899,143.738,257480,4,5
Chasing Cars,Snow Patrol,spotify:track:5GuZz08qie5efPtqsQFsdT,0.559,0.603,9,-4.594,1,0.0275,0.208,3.71e-05,0.105,0.104,104.005,265507,4,2
Summer Breeze,Seals and Crofts,spotify:track:01UYpHuzHi4eB9PAbDoPY2,0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480,4,6
Chandelier,Sia,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,2
Patience,Guns N' Roses,spotify:track:1OEoNpiyqBghuEUaT6Je6U,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,354880,4,6
Fast Car,Tracy Chapman,spotify:track:2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4,6
Most People I Know,Billy Thorpe & The Aztecs,spotify:track:70hmFq2EtcnzJKBywok6fE,0.418,0.358,2,-16.094,1,0.0319,0.554,0.00157,0.101,0.825,121.882,257027,4,6
Dr. Feelgood,Mötley Crüe,spotify:track:3U6sjwor2GyL9gwiolSi1Q,0.537,0.968,2,-3.957,1,0.0705,0.000668,0.00945,0.231,0.348,110.966,289920,4,2
Crazy,Gnarls Barkley,spotify:track:1vxw6aYJls2oq3gW0DujAo,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,4,5
"Fastlove, Pt. 1",George Michael,spotify:track:6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,324667,4,1
Legs - 2008 Remaster,ZZ Top,spotify:track:7t6CAWplijBj4sdl0q3z0e,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,273907,4,5
I Knew I Loved You,Savage Garden,spotify:track:68K0qD0VDqdm0eWXsGqnvM,0.556,0.517,9,-8.769,1,0.0287,0.307,0.00115,0.077,0.779,169.938,251253,4,5
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,5
Just the Way You Are,Bruno Mars,spotify:track:47Slg6LuqLaX0VodpSCvPt,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,5
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,201093,4,5
I Can See Clearly Now,Jimmy Cliff,spotify:track:7aJZxI6TVdIvQSuWxQ4rqp,0.799,0.662,7,-8.585,1,0.0347,0.00482,0.000505,0.0484,0.717,120.082,196000,4,5
Valerie,Steve Winwood,spotify:track:3aAuIvgJGdp4wWd60riWfB,0.717,0.527,9,-10.779,1,0.0292,0.567,0.00668,0.0785,0.731,116.288,246667,4,6
Better Get A Lawyer,The Cruel Sea,spotify:track:0JW6cUoUGm0Za8sAtgnZWU,0.491,0.638,2,-7.344,1,0.102,0.000647,0.15,0.301,0.887,86.577,181133,4,5
Get the Party Started,P!nk,spotify:track:02jcEwywffn3Tsb48fXmlW,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,192533,4,1
Can You Feel It,The Jacksons,spotify:track:5HIDIRwU38XVBozdoQwCml,0.881,0.494,6,-12.163,0,0.0528,0.0377,3.84e-05,0.28,0.917,125.44,227947,4,1
Mmm Mmm Mmm Mmm,Crash Test Dummies,spotify:track:31v2AQlx4pDI7kmnLxBkem,0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173,4,5
The Look,Roxette,spotify:track:2oWMI54r0qT4N8Xb4C76vq,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,4,5
Don't Speak,No Doubt,spotify:track:7H8zey5My6uNdD2TxeCb9F,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,263000,4,1
Road to Nowhere - 2005 Remaster,Talking Heads,spotify:track:2co8fDyaVmxv8xruQWORnC,0.654,0.789,2,-4.901,1,0.0322,0.0404,1.29e-05,0.119,0.579,110.378,260213,4,5
Together Again,Janet Jackson,spotify:track:1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4,5
Pride (In The Name Of Love) - Remastered 2009,U2,spotify:track:3dh2LlmeMqKJbzn2WUgt3d,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,4,4
About A Girl,Nirvana,spotify:track:55yvzYuvJYG2RUEnMK78tr,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640,4,2
2000 Miles - 2007 Remaster,Pretenders,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214,220427,4,2
You Got It (The Right Stuff),New Kids On The Block,spotify:track:2BEL2ySEBDO02FLo3lOIZT,0.789,0.687,1,-7.441,1,0.0634,0.00637,2.77e-06,0.0571,0.862,111.493,250747,4,5
Forgotten Years - Remastered,Midnight Oil,spotify:track:6yq8I9ItbjhiGYkfhCEJhA,0.549,0.907,11,-6.355,0,0.0582,0.036,1.79e-05,0.107,0.664,152.253,263653,4,1
Jailhouse Rock,Elvis Presley,spotify:track:4gphxUgq0JSFv2BCLhNDiE,0.647,0.582,10,-9.538,0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,146480,4,1
By My Side,INXS,spotify:track:1vmOWok3n7VAWh08KpEB4y,0.517,0.464,11,-8.721,0,0.0245,0.0394,0.000387,0.154,0.161,92.985,185840,3,3
Don't Stand So Close To Me,The Police,spotify:track:5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667,4,5
Chase That Feeling,Hilltop Hoods,spotify:track:2rFRvnGsNOZi4Ox4MaGR9Z,0.61,0.875,9,-4.779,0,0.0646,0.629,0.0,0.146,0.516,97.954,209133,4,1
Centerfold,The J. Geils Band,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,4,5
A Horse with No Name,America,spotify:track:54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,6
Save Tonight,Eagle-Eye Cherry,spotify:track:0smyCrJiibi2uwCiq5R1vj,0.547,0.707,0,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,242733,4,5
We Are The World,U.S.A. For Africa,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,0.528,0.447,4,-15.255,1,0.0435,0.189,0.0,0.0745,0.292,72.58,427333,4,6
Stupid Girls,P!nk,spotify:track:1Ab6RxeKl3e07zP7Get7CX,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197173,4,1
I Want to Know What Love Is - 1999 Remaster,Foreigner,spotify:track:1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4,6
Royals,Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4,6
Shake It Up,The Cars,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,0.692,0.74,0,-7.466,1,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440,4,5
Girls & Boys,Blur,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,0.693,0.875,7,-8.354,0,0.0315,0.00971,0.0,0.0601,0.901,120.048,259387,4,1
7 Seconds (feat. Neneh Cherry),Youssou N'Dour,spotify:track:76D5nfZbYzZYfUZKGy73jy,0.68,0.702,1,-9.621,0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,305773,4,1
Don't Bring Me Down,Electric Light Orchestra,spotify:track:7rjMG5Lm94fEdQ9XxD5WLg,0.637,0.858,2,-6.917,1,0.0338,0.133,0.000557,0.0652,0.798,115.696,243867,4,5
I Don't Want A Lover,Texas,spotify:track:000u1dTg7y1XCDXi80hbBX,0.756,0.47,7,-12.615,1,0.0394,0.196,0.000487,0.126,0.43,120.484,300600,4,6
No Rain,Blind Melon,spotify:track:6txWz9UapYHVxEd7dDIHXT,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4,6
SexyBack (feat. Timbaland),Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,1
This Charming Man - 2011 Remaster,The Smiths,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,4,5
Tom's Diner,Suzanne Vega,spotify:track:6OKUhXuJMvoVPde9fMJJzy,0.695,0.172,6,-22.075,1,0.907,0.589,0.0,0.156,0.395,134.092,129107,4,0
The Flame,Cheap Trick,spotify:track:7KM52fyhuSxeIN1y2Sn6QL,0.632,0.67,4,-8.877,1,0.027,0.548,2.38e-06,0.0521,0.342,97.098,338560,4,6
Hello,Adele,spotify:track:1Yk0cQdMLx5RzzFTYwmuld,0.585,0.409,8,-6.957,1,0.0293,0.315,0.0,0.0873,0.284,78.983,295502,4,6
What I Like About You,The Romantics,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,175400,4,5
No Aphrodisiac,The Whitlams,spotify:track:6Lsj7lUt1kcKtVWE02BxBK,0.363,0.611,2,-8.265,0,0.0422,0.334,2.5e-05,0.163,0.644,149.873,259493,4,2
The Whole of the Moon,The Waterboys,spotify:track:11zWfCQaGkXJ9uIXROr4pa,0.538,0.852,0,-5.68,1,0.0321,0.071,3.95e-06,0.602,0.597,105.664,299413,4,4
3AM,Matchbox Twenty,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,225947,4,5
Immigrant Song - Remaster,Led Zeppelin,spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,5
I Want It All - Single Version,Queen,spotify:track:1MX6kqZ8FOht5UnQuPl6Jj,0.406,0.847,11,-5.705,0,0.0482,0.0249,3.01e-06,0.375,0.379,92.245,242093,4,2
Hold On,Wilson Phillips,spotify:track:4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,266867,4,6
Mrs. Robinson - Remastered,The Lemonheads,spotify:track:5EugXICXL06waHgP4iTI58,0.494,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543,224480,4,1
Cherry Cherry,Neil Diamond,spotify:track:2SS3WeSe24ZqTlTSK4KzQZ,0.56,0.827,8,-4.157,1,0.0306,0.0271,0.00285,0.0551,0.904,84.383,163907,4,5
Eye of the Tiger,Survivor,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773,4,6
Tip Of My Tongue,Diesel,spotify:track:3Xl4KM5C1yivck4CBsy05L,0.658,0.67,4,-10.092,1,0.0315,0.0175,0.0235,0.0867,0.846,97.93,254640,4,5
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,spotify:track:36rXHqN7D1ETFhyKXXKs4w,0.557,0.74,6,-10.999,1,0.0879,0.0018,0.422,0.148,0.801,114.379,243693,4,7
The Scientist,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,6
Crazy,Seal,spotify:track:2F9jMklOJOl65znIH4kc8C,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0114,0.0655,0.725,102.559,356520,4,1
Abracadabra - 12 Inch Mix,Steve Miller Band,spotify:track:2CeqDydDAAXhErfCwRA65L,0.786,0.663,9,-8.441,0,0.0353,0.00528,7.09e-05,0.137,0.961,127.51,308267,4,1
Sultans Of Swing,Dire Straits,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624,4,5
The Boy Is Mine,Brandy,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,294787,4,1
Let Me Entertain You,Robbie Williams,spotify:track:0SLtqCrXBRrnkxSOMA3X4W,0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000,4,2
The One I Love - Remastered 2012,R.E.M.,spotify:track:2fdfsGuqb6SBX5ocoBWHUd,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,197800,4,2
Jolene,Dolly Parton,spotify:track:2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4,6
All That She Wants,Ace of Base,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,211213,4,5
The Dead Heart - Remastered,Midnight Oil,spotify:track:2hpB9J8GUBO3IWksZkNJiq,0.628,0.807,11,-9.792,0,0.0294,0.0325,0.000108,0.0744,0.688,136.234,311933,4,1
The Loco-Motion,Kylie Minogue,spotify:track:4wesXxipFhZg13VL5ADMo2,0.672,0.881,11,-5.281,0,0.0337,0.123,4.24e-05,0.0626,0.873,137.915,154507,4,1
Take It Easy - 2013 Remaster,Eagles,spotify:track:4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4,5
Rush You,Baby Animals,spotify:track:6mRf1L63OwsuulyRrWYWNw,0.543,0.757,8,-9.928,1,0.0374,0.0096,5.25e-06,0.0778,0.428,116.54,251067,4,2
Everything She Wants,Wham!,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,302693,4,6
I'm Too Sexy,Right Said Fred,spotify:track:2WElktskrNJEwgpp5Vouxk,0.683,0.739,11,-12.831,0,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,170467,4,1
Last Nite,The Strokes,spotify:track:7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,193051,4,5
Don't Go Breaking My Heart,Elton John,spotify:track:5pKJtX4wBeby9qIfFhyOJj,0.742,0.863,5,-7.823,1,0.038,0.177,5.59e-06,0.0699,0.776,131.193,271133,4,5
Love In An Elevator,Aerosmith,spotify:track:1nZ2TI2hNPGDYyesyaaASn,0.429,0.971,4,-3.568,1,0.0738,0.0223,0.00106,0.365,0.559,93.724,322227,4,2
Better,The Screaming Jets,spotify:track:0Aqs6xKTAEUgziCFdQUn08,0.44,0.931,1,-4.276,1,0.0649,0.0139,0.000106,0.577,0.422,105.159,300893,4,4
Rain,Dragon,spotify:track:6BFml08IawOOqX7CCoDOKo,0.596,0.462,4,-12.598,1,0.0315,0.0464,0.000571,0.0788,0.608,156.891,218853,4,5
If You Could Read My Mind,Ultra Naté,spotify:track:4l4s3IARxPjby8OOaRrFbg,0.61,0.88,3,-7.407,1,0.0741,0.0399,0.0,0.284,0.39,126.981,206773,4,2
My Girl,The Temptations,spotify:track:745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4,6
Babylon,David Gray,spotify:track:5jLqVCGlKNYrLqCA1Qy4FV,0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,265667,4,5
Greased Lightnin',John Travolta,spotify:track:0hq5mE9kYU4Sy2PpdZwGol,0.579,0.849,0,-10.658,1,0.104,0.144,0.0285,0.0739,0.926,159.94,194467,4,5
You Got Nothing I Want - 2011 Remastered,Cold Chisel,spotify:track:1i3lZqk7Zvl7qsZIpFoWhr,0.511,0.979,4,-2.395,1,0.105,0.000457,0.00545,0.112,0.688,135.616,197595,4,2
Two Tribes,Frankie Goes To Hollywood,spotify:track:5NN5MQyE3Lo91zAEHpGa7S,0.54,0.621,7,-13.165,1,0.0369,0.00292,0.00287,0.367,0.195,130.202,208133,4,2
All I Wanna Do Is Make Love To You,Heart,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,0.626,0.746,7,-8.832,1,0.0282,0.16,0.0,0.0618,0.8,102.896,310893,4,5
Use Somebody,Kings of Leon,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,2
I Say A Little Prayer,Diana King,spotify:track:5nRBw0eIbbXWn5zCoSc5aL,0.69,0.889,4,-5.074,0,0.0595,0.00875,1.03e-05,0.0904,0.538,125.958,211533,4,1
The Living Years,Mike & The Mechanics,spotify:track:4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,332333,4,6
You Get What You Give,New Radicals,spotify:track:1Cwsd5xI8CajJz795oy4XF,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,4,5
Unchain My Heart,Joe Cocker,spotify:track:6oyYKWTbYt5Zb8tIiLZbmH,0.751,0.674,9,-12.976,0,0.0425,0.0214,0.000143,0.32,0.696,117.969,304293,4,1
I Don't Feel Like Dancin',Scissor Sisters,spotify:track:1q9l6c8bAzqWcvO3DM6FsR,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,288360,4,5
Orinoco Flow - 2009 Remaster,Enya,spotify:track:4bQNusmmVudLxIiexglzh6,0.692,0.466,0,-10.741,1,0.0292,0.743,0.109,0.1,0.561,114.999,266200,4,6
Rock Your Body,Justin Timberlake,spotify:track:1AWQoqb9bSvzTjaLralEkT,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4,1
American Woman,Lenny Kravitz,spotify:track:2BdSaGVMxZzEeJYjjrlo6n,0.669,0.698,1,-7.971,1,0.0713,0.0243,0.0,0.0782,0.6,83.987,261707,4,5
Streets of Your Town - Remastered,The Go-Betweens,spotify:track:4ImZYT2EsMgcracYQIQ5vH,0.631,0.782,3,-9.446,1,0.0271,0.0329,0.00208,0.323,0.737,131.509,219785,4,5
Brown Eyed Girl,Van Morrison,spotify:track:3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4,5
Ship of Fools,World Party,spotify:track:1NvQsr1SIo5fKKQGVpv7lY,0.64,0.883,2,-4.887,0,0.0295,0.0645,0.000355,0.459,0.851,116.276,269707,4,4
Firework,Katy Perry,spotify:track:4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4,5
Urgent,Foreigner,spotify:track:08onVqQ8YicJ98Ycm1qoLf,0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,271200,4,1
Hollaback Girl,Gwen Stefani,spotify:track:6KM6693N1wVvz6tDviEF4F,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,4,1
"Pop Muzik - Paralyzer 7"" Remix",M,spotify:track:3XZeIyga8YfyJKhboBdiV8,0.858,0.936,0,-7.324,1,0.0576,0.113,9.43e-06,0.243,0.889,110.005,213400,4,5
Total Control,The Motels,spotify:track:6H1Kjxu2NlJCMxg0Pay0Rd,0.758,0.287,2,-15.1,1,0.179,0.00445,0.0417,0.0627,0.636,166.401,354067,4,6
Come Undone,Robbie Williams,spotify:track:6mZCiuIXcA12syIS23Dyxa,0.375,0.57,11,-5.364,1,0.0283,0.0385,4.37e-06,0.354,0.255,167.734,278440,4,2
All The Small Things,blink-182,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,167067,4,4
Don't Get Me Wrong - 2007 Remaster,Pretenders,spotify:track:7dyzZ1pOznrXBXwzunv2si,0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.101,0.849,203.614,227626,4,2
Just the Way You Are,Billy Joel,spotify:track:49MHCPzvMLXhRjDantBMVH,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,290573,4,6
Stand by Me,Ben E. King,spotify:track:3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,6
Once in a Lifetime - 2005 Remaster,Talking Heads,spotify:track:38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4,4
Battle Scars,Lupe Fiasco,spotify:track:1hWYT0w2R0J19rlVkiez7X,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269,250320,4,0
Islands In the Stream,Dolly Parton,spotify:track:6dnco8haegnJYtylV26cBq,0.617,0.411,8,-12.075,1,0.0373,0.675,1.04e-06,0.0886,0.738,203.934,251960,4,6
Where's The Love,Hanson,spotify:track:62gODl7oTHEqkqg9MQOfRQ,0.591,0.978,7,-3.958,1,0.0546,0.00187,3.77e-06,0.134,0.57,115.812,252347,4,2
I'm Not In Love,10cc,spotify:track:5HQEmiV2lKnSO6qa2fsR7x,0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,366640,4,6
Send Me An Angel (Re-Recorded / Remastered),Real Life,spotify:track:6ohD4FBtKn53gexdJqScBM,0.663,0.788,2,-7.754,0,0.03,0.031,0.0,0.166,0.616,127.968,236936,4,1
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,spotify:track:1sUTfgduT0WIQO8kXKXxLC,0.55,0.618,7,-9.822,1,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,335240,4,5
Cars,Gary Numan,spotify:track:4QQEzkxcONBthDLfzqIh9S,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,238907,4,5
No Diggity,Blackstreet,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4,0
Glory of Love,Peter Cetera,spotify:track:1eyq8cjUQ2daFthW2PC2GM,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333,4,2
Zebra,John Butler Trio,spotify:track:1tUuMjAJR9vBu2vNWvlYmy,0.622,0.642,4,-6.996,1,0.0451,0.124,0.0426,0.165,0.767,78.594,237560,4,5
I Don't Like Mondays,The Boomtown Rats,spotify:track:7JFoeg0arawADjGcz9gBnq,0.464,0.46,11,-6.874,1,0.0393,0.717,0.0,0.151,0.476,143.603,259093,4,6
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,spotify:track:6qB7YcFpeBEQa0D6QO482y,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4,5
You Can Leave Your Hat On,Joe Cocker,spotify:track:1x9iOd3K1JC6tdjGZJpFgZ,0.65,0.535,5,-13.325,1,0.0282,0.118,0.0,0.187,0.9,173.8,255293,4,5
Need You Now,Lady A,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,4,2
Professional Widow - Armand's Star Trunk Funk Mix,Tori Amos,spotify:track:5CNs4YXFuXSgAHeRQb4B5T,0.727,0.969,7,-4.493,1,0.0419,0.00945,0.0017,0.364,0.737,128.05,227240,4,5
