,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,My Demon,Stitched Up Heart,spotify:track:53Lw9RbJ8JoU4HddmFF9HR,0.473,0.927,6,-2.348,0,0.187,0.00415,9.82e-06,0.384,0.352,156.936,audio_features,53Lw9RbJ8JoU4HddmFF9HR,spotify:track:53Lw9RbJ8JoU4HddmFF9HR,https://api.spotify.com/v1/tracks/53Lw9RbJ8JoU4HddmFF9HR,https://api.spotify.com/v1/audio-analysis/53Lw9RbJ8JoU4HddmFF9HR,189773,4
11,The Violence,Nik Nocturnal,spotify:track:4LkKCoK5Nb7DnveGVebZxY,0.548,0.918,8,-5.539,1,0.0728,0.000448,0.000376,0.14,0.272,130.099,audio_features,4LkKCoK5Nb7DnveGVebZxY,spotify:track:4LkKCoK5Nb7DnveGVebZxY,https://api.spotify.com/v1/tracks/4LkKCoK5Nb7DnveGVebZxY,https://api.spotify.com/v1/audio-analysis/4LkKCoK5Nb7DnveGVebZxY,199385,4
12,Leper's Bell,Outsider Heart,spotify:track:2gP05Mof8zdbjUDWVHbHwI,0.515,0.853,10,-5.19,0,0.0434,0.00508,7.7e-05,0.424,0.321,130.033,audio_features,2gP05Mof8zdbjUDWVHbHwI,spotify:track:2gP05Mof8zdbjUDWVHbHwI,https://api.spotify.com/v1/tracks/2gP05Mof8zdbjUDWVHbHwI,https://api.spotify.com/v1/audio-analysis/2gP05Mof8zdbjUDWVHbHwI,212308,4
13,Nightmare,The Veer Union,spotify:track:5916P1HiQM5R5SxTC2Y510,0.433,0.909,5,-4.175,0,0.091,1.89e-05,0.108,0.118,0.501,145.942,audio_features,5916P1HiQM5R5SxTC2Y510,spotify:track:5916P1HiQM5R5SxTC2Y510,https://api.spotify.com/v1/tracks/5916P1HiQM5R5SxTC2Y510,https://api.spotify.com/v1/audio-analysis/5916P1HiQM5R5SxTC2Y510,235479,4
14,Blue,Cole Rolland,spotify:track:1vo1rXWQ7css3XMkZNpEM7,0.549,0.961,9,-4.172,0,0.0602,0.0008,0.00583,0.317,0.239,127.974,audio_features,1vo1rXWQ7css3XMkZNpEM7,spotify:track:1vo1rXWQ7css3XMkZNpEM7,https://api.spotify.com/v1/tracks/1vo1rXWQ7css3XMkZNpEM7,https://api.spotify.com/v1/audio-analysis/1vo1rXWQ7css3XMkZNpEM7,263156,4
15,The Way You Bleed,Taking Dawn,spotify:track:7oqK7YumJpsdmw8QouNIxX,0.414,0.96,0,-2.936,0,0.0605,0.000171,1.37e-06,0.192,0.432,95.982,audio_features,7oqK7YumJpsdmw8QouNIxX,spotify:track:7oqK7YumJpsdmw8QouNIxX,https://api.spotify.com/v1/tracks/7oqK7YumJpsdmw8QouNIxX,https://api.spotify.com/v1/audio-analysis/7oqK7YumJpsdmw8QouNIxX,242000,4
16,Buried Me Alive,Ovtlier,spotify:track:68xKH4YBJYaBqZBPSiTpVi,0.52,0.936,1,-4.784,1,0.0421,0.000586,7.67e-05,0.107,0.399,94.974,audio_features,68xKH4YBJYaBqZBPSiTpVi,spotify:track:68xKH4YBJYaBqZBPSiTpVi,https://api.spotify.com/v1/tracks/68xKH4YBJYaBqZBPSiTpVi,https://api.spotify.com/v1/audio-analysis/68xKH4YBJYaBqZBPSiTpVi,213096,4
17,We Are Become Fire,Ember Falls,spotify:track:7FMXTrpHqMDKVYtvC4lV5R,0.343,0.99,11,-3.967,0,0.175,0.000713,4.76e-06,0.0757,0.128,170.093,audio_features,7FMXTrpHqMDKVYtvC4lV5R,spotify:track:7FMXTrpHqMDKVYtvC4lV5R,https://api.spotify.com/v1/tracks/7FMXTrpHqMDKVYtvC4lV5R,https://api.spotify.com/v1/audio-analysis/7FMXTrpHqMDKVYtvC4lV5R,264520,4
18,Up In Flames,Icon For Hire,spotify:track:5YnXMt6T8p6DT8Zpcb7O4e,0.521,0.927,8,-4.427,0,0.0525,0.000408,0.0,0.0443,0.719,137.898,audio_features,5YnXMt6T8p6DT8Zpcb7O4e,spotify:track:5YnXMt6T8p6DT8Zpcb7O4e,https://api.spotify.com/v1/tracks/5YnXMt6T8p6DT8Zpcb7O4e,https://api.spotify.com/v1/audio-analysis/5YnXMt6T8p6DT8Zpcb7O4e,168387,4
19,Off With Her Head,Icon For Hire,spotify:track:4nPI6aIrHaMNZbF2q8NfpX,0.57,0.904,5,-4.377,0,0.0746,0.00055,0.0,0.379,0.84,92.948,audio_features,4nPI6aIrHaMNZbF2q8NfpX,spotify:track:4nPI6aIrHaMNZbF2q8NfpX,https://api.spotify.com/v1/tracks/4nPI6aIrHaMNZbF2q8NfpX,https://api.spotify.com/v1/audio-analysis/4nPI6aIrHaMNZbF2q8NfpX,185080,4
20,The Grey,Icon For Hire,spotify:track:1osmLrdlTSwEkKBxm1Wtqq,0.487,0.641,7,-5.104,0,0.0298,0.0557,0.0,0.0935,0.177,142.043,audio_features,1osmLrdlTSwEkKBxm1Wtqq,spotify:track:1osmLrdlTSwEkKBxm1Wtqq,https://api.spotify.com/v1/tracks/1osmLrdlTSwEkKBxm1Wtqq,https://api.spotify.com/v1/audio-analysis/1osmLrdlTSwEkKBxm1Wtqq,207253,4
21,Blindside,Icon For Hire,spotify:track:5oHovSO5HM3j9IutjG2ESF,0.648,0.899,4,-5.909,0,0.0612,0.0608,1.21e-06,0.0931,0.616,148.111,audio_features,5oHovSO5HM3j9IutjG2ESF,spotify:track:5oHovSO5HM3j9IutjG2ESF,https://api.spotify.com/v1/tracks/5oHovSO5HM3j9IutjG2ESF,https://api.spotify.com/v1/audio-analysis/5oHovSO5HM3j9IutjG2ESF,196989,4
22,Bad for You,The Alpha Complex,spotify:track:1HpEgP5e3DG1uZKC9Dnu4G,0.495,0.981,11,-4.026,0,0.0877,0.000203,0.26,0.1,0.689,79.98,audio_features,1HpEgP5e3DG1uZKC9Dnu4G,spotify:track:1HpEgP5e3DG1uZKC9Dnu4G,https://api.spotify.com/v1/tracks/1HpEgP5e3DG1uZKC9Dnu4G,https://api.spotify.com/v1/audio-analysis/1HpEgP5e3DG1uZKC9Dnu4G,201131,4
23,Wake Up,A Broken Silence,spotify:track:39ZkoZpmocNi2LphHScfqm,0.379,0.928,11,-5.909,0,0.101,0.000221,0.0,0.34,0.315,179.834,audio_features,39ZkoZpmocNi2LphHScfqm,spotify:track:39ZkoZpmocNi2LphHScfqm,https://api.spotify.com/v1/tracks/39ZkoZpmocNi2LphHScfqm,https://api.spotify.com/v1/audio-analysis/39ZkoZpmocNi2LphHScfqm,185680,4
24,What Are You Afraid Of?,Emphatic,spotify:track:18c6N34oagyyMcwMpbuRwN,0.382,0.952,1,-3.055,0,0.0676,0.000148,3.76e-06,0.0935,0.474,177.954,audio_features,18c6N34oagyyMcwMpbuRwN,spotify:track:18c6N34oagyyMcwMpbuRwN,https://api.spotify.com/v1/tracks/18c6N34oagyyMcwMpbuRwN,https://api.spotify.com/v1/audio-analysis/18c6N34oagyyMcwMpbuRwN,171924,4
25,Ocean Bed,Siamese,spotify:track:3f5DLFAWppl2u9ac4eykHQ,0.481,0.78,6,-9.489,0,0.0362,3.25e-05,1.03e-06,0.161,0.481,150.095,audio_features,3f5DLFAWppl2u9ac4eykHQ,spotify:track:3f5DLFAWppl2u9ac4eykHQ,https://api.spotify.com/v1/tracks/3f5DLFAWppl2u9ac4eykHQ,https://api.spotify.com/v1/audio-analysis/3f5DLFAWppl2u9ac4eykHQ,233600,4
26,Forlorn Hope,A Burden to Bear,spotify:track:6ytTzwAq9WOHzzfRo6jk8v,0.336,0.917,10,-4.813,0,0.0742,1.27e-05,5.24e-05,0.317,0.211,170.142,audio_features,6ytTzwAq9WOHzzfRo6jk8v,spotify:track:6ytTzwAq9WOHzzfRo6jk8v,https://api.spotify.com/v1/tracks/6ytTzwAq9WOHzzfRo6jk8v,https://api.spotify.com/v1/audio-analysis/6ytTzwAq9WOHzzfRo6jk8v,230675,4
27,Empty Mirrors,Everyone Loves A Villain,spotify:track:0dPYLa1LCk1VExw5xtiVO6,0.392,0.904,8,-5.25,1,0.123,0.00151,5.42e-05,0.876,0.321,176.104,audio_features,0dPYLa1LCk1VExw5xtiVO6,spotify:track:0dPYLa1LCk1VExw5xtiVO6,https://api.spotify.com/v1/tracks/0dPYLa1LCk1VExw5xtiVO6,https://api.spotify.com/v1/audio-analysis/0dPYLa1LCk1VExw5xtiVO6,260662,4
28,Hologram,Crown The Empire,spotify:track:46wngKirMvdfKTFMMcZyU3,0.483,0.908,2,-5.492,0,0.0615,0.000377,0.064,0.0625,0.271,134.622,audio_features,46wngKirMvdfKTFMMcZyU3,spotify:track:46wngKirMvdfKTFMMcZyU3,https://api.spotify.com/v1/tracks/46wngKirMvdfKTFMMcZyU3,https://api.spotify.com/v1/audio-analysis/46wngKirMvdfKTFMMcZyU3,225853,4
29,20/20,Crown The Empire,spotify:track:1MEBTRzovGtlBfHBsOJJC3,0.319,0.925,8,-4.239,1,0.0708,0.000227,0.00923,0.413,0.492,196.931,audio_features,1MEBTRzovGtlBfHBsOJJC3,spotify:track:1MEBTRzovGtlBfHBsOJJC3,https://api.spotify.com/v1/tracks/1MEBTRzovGtlBfHBsOJJC3,https://api.spotify.com/v1/audio-analysis/1MEBTRzovGtlBfHBsOJJC3,241218,4
30,Red Pills,Crown The Empire,spotify:track:0mQUo1kD30iJCGixN6lbXK,0.523,0.96,11,-3.113,0,0.115,0.000105,6.55e-05,0.0931,0.51,93.97,audio_features,0mQUo1kD30iJCGixN6lbXK,spotify:track:0mQUo1kD30iJCGixN6lbXK,https://api.spotify.com/v1/tracks/0mQUo1kD30iJCGixN6lbXK,https://api.spotify.com/v1/audio-analysis/0mQUo1kD30iJCGixN6lbXK,226923,4
31,Loneshark,"Our Hollow, Our Home",spotify:track:2MjJHuYIFlzQrobIEgPBxv,0.363,0.988,10,-3.207,0,0.0922,0.000255,0.0462,0.615,0.0857,89.944,audio_features,2MjJHuYIFlzQrobIEgPBxv,spotify:track:2MjJHuYIFlzQrobIEgPBxv,https://api.spotify.com/v1/tracks/2MjJHuYIFlzQrobIEgPBxv,https://api.spotify.com/v1/audio-analysis/2MjJHuYIFlzQrobIEgPBxv,223507,4
32,Wolves in the Dark,Throw The Fight,spotify:track:1kiT87f5XRcGQEglXfnQp2,0.287,0.931,3,-4.892,0,0.0929,1.77e-05,0.0,0.367,0.365,170.418,audio_features,1kiT87f5XRcGQEglXfnQp2,spotify:track:1kiT87f5XRcGQEglXfnQp2,https://api.spotify.com/v1/tracks/1kiT87f5XRcGQEglXfnQp2,https://api.spotify.com/v1/audio-analysis/1kiT87f5XRcGQEglXfnQp2,214765,4
33,First Date,blink-182,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,audio_features,1fJFuvU2ldmeAm5nFIHcPP,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/audio-analysis/1fJFuvU2ldmeAm5nFIHcPP,171533,4
34,Machinehead - Remastered,Bush,spotify:track:1wrhhPzd2ncJPNgUcGgBGg,0.142,0.92,9,-4.426,1,0.115,2.65e-05,0.00518,0.126,0.193,171.763,audio_features,1wrhhPzd2ncJPNgUcGgBGg,spotify:track:1wrhhPzd2ncJPNgUcGgBGg,https://api.spotify.com/v1/tracks/1wrhhPzd2ncJPNgUcGgBGg,https://api.spotify.com/v1/audio-analysis/1wrhhPzd2ncJPNgUcGgBGg,256333,3
35,Enemy,A Lethal Smile,spotify:track:1nCz1dNUFaHNh57FB1ofrK,0.256,0.816,6,-6.692,1,0.0477,7.67e-06,0.0176,0.104,0.471,130.023,audio_features,1nCz1dNUFaHNh57FB1ofrK,spotify:track:1nCz1dNUFaHNh57FB1ofrK,https://api.spotify.com/v1/tracks/1nCz1dNUFaHNh57FB1ofrK,https://api.spotify.com/v1/audio-analysis/1nCz1dNUFaHNh57FB1ofrK,336190,4
36,Theater of the Dead,Tulip,spotify:track:240XAisNEKriCHKjmqUhOT,0.383,0.965,4,-4.122,0,0.0925,5.36e-05,0.0314,0.397,0.207,173.98,audio_features,240XAisNEKriCHKjmqUhOT,spotify:track:240XAisNEKriCHKjmqUhOT,https://api.spotify.com/v1/tracks/240XAisNEKriCHKjmqUhOT,https://api.spotify.com/v1/audio-analysis/240XAisNEKriCHKjmqUhOT,265224,4
37,REAL,From Lambs to Lions,spotify:track:0OMc7xWK6RkmUZqRJ2Eq5S,0.414,0.966,7,-4.547,1,0.24,4.9e-05,0.0,0.109,0.302,155.063,audio_features,0OMc7xWK6RkmUZqRJ2Eq5S,spotify:track:0OMc7xWK6RkmUZqRJ2Eq5S,https://api.spotify.com/v1/tracks/0OMc7xWK6RkmUZqRJ2Eq5S,https://api.spotify.com/v1/audio-analysis/0OMc7xWK6RkmUZqRJ2Eq5S,198581,4
38,Demon,Savage Hands,spotify:track:5u2t394YumuXAnHT2lr4Wj,0.562,0.955,3,-4.982,0,0.0733,0.000422,0.000638,0.309,0.781,126.048,audio_features,5u2t394YumuXAnHT2lr4Wj,spotify:track:5u2t394YumuXAnHT2lr4Wj,https://api.spotify.com/v1/tracks/5u2t394YumuXAnHT2lr4Wj,https://api.spotify.com/v1/audio-analysis/5u2t394YumuXAnHT2lr4Wj,199972,4
39,Question Everything,Dreamshade,spotify:track:3zkzOKPb4BlPTMcWT1TrLr,0.454,0.974,0,-4.684,1,0.0882,8.76e-05,0.000581,0.17,0.567,155.094,audio_features,3zkzOKPb4BlPTMcWT1TrLr,spotify:track:3zkzOKPb4BlPTMcWT1TrLr,https://api.spotify.com/v1/tracks/3zkzOKPb4BlPTMcWT1TrLr,https://api.spotify.com/v1/audio-analysis/3zkzOKPb4BlPTMcWT1TrLr,202383,4
40,STFU,Annisokay,spotify:track:0X6WHH6WvXFTMmwWrsFeob,0.51,0.9,6,-6.278,0,0.05,0.00569,0.0,0.285,0.381,130.067,audio_features,0X6WHH6WvXFTMmwWrsFeob,spotify:track:0X6WHH6WvXFTMmwWrsFeob,https://api.spotify.com/v1/tracks/0X6WHH6WvXFTMmwWrsFeob,https://api.spotify.com/v1/audio-analysis/0X6WHH6WvXFTMmwWrsFeob,210406,4
41,Alone,Wolves At The Gate,spotify:track:0zNagEx2rq9UZ4L76gNn0h,0.403,0.972,2,-4.347,1,0.0869,0.000224,1.09e-05,0.284,0.389,163.978,audio_features,0zNagEx2rq9UZ4L76gNn0h,spotify:track:0zNagEx2rq9UZ4L76gNn0h,https://api.spotify.com/v1/tracks/0zNagEx2rq9UZ4L76gNn0h,https://api.spotify.com/v1/audio-analysis/0zNagEx2rq9UZ4L76gNn0h,232160,4
42,Dead Man,Wolves At The Gate,spotify:track:6Hi6DD8ka5uOj1rO8u85sR,0.474,0.977,0,-3.527,0,0.0837,0.000137,0.0,0.357,0.44,102.515,audio_features,6Hi6DD8ka5uOj1rO8u85sR,spotify:track:6Hi6DD8ka5uOj1rO8u85sR,https://api.spotify.com/v1/tracks/6Hi6DD8ka5uOj1rO8u85sR,https://api.spotify.com/v1/audio-analysis/6Hi6DD8ka5uOj1rO8u85sR,246093,4
43,Counterfeit,Wolves At The Gate,spotify:track:02KS93L0i9PxtP17FAfDCN,0.469,0.977,1,-3.535,1,0.0506,1.08e-05,0.0,0.591,0.333,95.009,audio_features,02KS93L0i9PxtP17FAfDCN,spotify:track:02KS93L0i9PxtP17FAfDCN,https://api.spotify.com/v1/tracks/02KS93L0i9PxtP17FAfDCN,https://api.spotify.com/v1/audio-analysis/02KS93L0i9PxtP17FAfDCN,172733,4
44,Drifter,Wolves At The Gate,spotify:track:0q4ntVRykd6nv149pT1buc,0.471,0.989,6,-3.694,1,0.0717,8.97e-05,0.0,0.101,0.326,94.024,audio_features,0q4ntVRykd6nv149pT1buc,spotify:track:0q4ntVRykd6nv149pT1buc,https://api.spotify.com/v1/tracks/0q4ntVRykd6nv149pT1buc,https://api.spotify.com/v1/audio-analysis/0q4ntVRykd6nv149pT1buc,239680,4
45,Roxanne,Fame on Fire,spotify:track:4cMHd2gshJTtOVzcxJB2x6,0.499,0.861,7,-4.299,1,0.0863,0.000746,0.0,0.337,0.507,175.129,audio_features,4cMHd2gshJTtOVzcxJB2x6,spotify:track:4cMHd2gshJTtOVzcxJB2x6,https://api.spotify.com/v1/tracks/4cMHd2gshJTtOVzcxJB2x6,https://api.spotify.com/v1/audio-analysis/4cMHd2gshJTtOVzcxJB2x6,163371,4
46,Memory,Dead by April,spotify:track:0DSy16o7Wc01c4ZNzeN0qR,0.375,0.848,7,-4.039,0,0.0637,0.000814,0.000113,0.106,0.398,175.094,audio_features,0DSy16o7Wc01c4ZNzeN0qR,spotify:track:0DSy16o7Wc01c4ZNzeN0qR,https://api.spotify.com/v1/tracks/0DSy16o7Wc01c4ZNzeN0qR,https://api.spotify.com/v1/audio-analysis/0DSy16o7Wc01c4ZNzeN0qR,211200,4
47,Hero One,My Diligent Future,spotify:track:7pBBMVBvHedafSvy3Y0KjJ,0.478,0.983,11,-3.911,0,0.118,1.73e-05,0.00284,0.219,0.369,140.01,audio_features,7pBBMVBvHedafSvy3Y0KjJ,spotify:track:7pBBMVBvHedafSvy3Y0KjJ,https://api.spotify.com/v1/tracks/7pBBMVBvHedafSvy3Y0KjJ,https://api.spotify.com/v1/audio-analysis/7pBBMVBvHedafSvy3Y0KjJ,182934,4
48,Falling Apart,Caskets,spotify:track:2Hj1UPk12jRTzyUSSxFX4K,0.322,0.916,5,-5.945,0,0.0748,0.000284,0.0,0.0884,0.359,175.127,audio_features,2Hj1UPk12jRTzyUSSxFX4K,spotify:track:2Hj1UPk12jRTzyUSSxFX4K,https://api.spotify.com/v1/tracks/2Hj1UPk12jRTzyUSSxFX4K,https://api.spotify.com/v1/audio-analysis/2Hj1UPk12jRTzyUSSxFX4K,273257,4
49,Savior,Any Given Day,spotify:track:0HFMx8md8QDLZuMXpDXltd,0.468,0.973,0,-2.702,0,0.16,3.43e-05,6.16e-05,0.0955,0.103,135.038,audio_features,0HFMx8md8QDLZuMXpDXltd,spotify:track:0HFMx8md8QDLZuMXpDXltd,https://api.spotify.com/v1/tracks/0HFMx8md8QDLZuMXpDXltd,https://api.spotify.com/v1/audio-analysis/0HFMx8md8QDLZuMXpDXltd,240800,4
50,Inferno,Amaranthe,spotify:track:6bXie9wd4w6z9Nr4I9lPne,0.56,0.97,7,-6.071,1,0.106,0.000244,2.06e-05,0.182,0.381,99.992,audio_features,6bXie9wd4w6z9Nr4I9lPne,spotify:track:6bXie9wd4w6z9Nr4I9lPne,https://api.spotify.com/v1/tracks/6bXie9wd4w6z9Nr4I9lPne,https://api.spotify.com/v1/audio-analysis/6bXie9wd4w6z9Nr4I9lPne,192652,4
51,My Illusion,Walking Rumor,spotify:track:6Tsk6XDQBeQeHHQJ7gJOrS,0.455,0.935,5,-5.214,0,0.0701,0.000464,0.0,0.563,0.545,164.979,audio_features,6Tsk6XDQBeQeHHQJ7gJOrS,spotify:track:6Tsk6XDQBeQeHHQJ7gJOrS,https://api.spotify.com/v1/tracks/6Tsk6XDQBeQeHHQJ7gJOrS,https://api.spotify.com/v1/audio-analysis/6Tsk6XDQBeQeHHQJ7gJOrS,207364,4
52,Crazy,Violent New Breed,spotify:track:285XePm33oZWQUx4XzuBbP,0.459,0.961,1,-2.835,0,0.0695,0.000631,0.0,0.126,0.518,95.98,audio_features,285XePm33oZWQUx4XzuBbP,spotify:track:285XePm33oZWQUx4XzuBbP,https://api.spotify.com/v1/tracks/285XePm33oZWQUx4XzuBbP,https://api.spotify.com/v1/audio-analysis/285XePm33oZWQUx4XzuBbP,190938,4
53,Mountain View,Lakeshore,spotify:track:73ALPKLUTGWnDpYMRkpeCw,0.473,0.821,1,-6.62,1,0.0681,0.000232,0.0,0.386,0.368,160.07,audio_features,73ALPKLUTGWnDpYMRkpeCw,spotify:track:73ALPKLUTGWnDpYMRkpeCw,https://api.spotify.com/v1/tracks/73ALPKLUTGWnDpYMRkpeCw,https://api.spotify.com/v1/audio-analysis/73ALPKLUTGWnDpYMRkpeCw,205500,4
54,More Than Animals,Awake At Last,spotify:track:3aRrfvkDytwMobevTOMtKc,0.658,0.918,4,-4.855,0,0.0492,7.82e-05,0.0412,0.351,0.588,112.041,audio_features,3aRrfvkDytwMobevTOMtKc,spotify:track:3aRrfvkDytwMobevTOMtKc,https://api.spotify.com/v1/tracks/3aRrfvkDytwMobevTOMtKc,https://api.spotify.com/v1/audio-analysis/3aRrfvkDytwMobevTOMtKc,177857,4
55,Immortal,Call It Tragedy,spotify:track:0Knzx2DejopkFBhgUYkxsa,0.336,0.962,5,-4.937,1,0.142,3.52e-05,0.0711,0.282,0.321,199.996,audio_features,0Knzx2DejopkFBhgUYkxsa,spotify:track:0Knzx2DejopkFBhgUYkxsa,https://api.spotify.com/v1/tracks/0Knzx2DejopkFBhgUYkxsa,https://api.spotify.com/v1/audio-analysis/0Knzx2DejopkFBhgUYkxsa,246000,4
56,Dead to Me,Anaya,spotify:track:4KcmrSt3u3ZgGfMhNBoorD,0.276,0.969,8,-4.819,1,0.206,8.74e-05,4.55e-05,0.358,0.281,132.998,audio_features,4KcmrSt3u3ZgGfMhNBoorD,spotify:track:4KcmrSt3u3ZgGfMhNBoorD,https://api.spotify.com/v1/tracks/4KcmrSt3u3ZgGfMhNBoorD,https://api.spotify.com/v1/audio-analysis/4KcmrSt3u3ZgGfMhNBoorD,223534,4
57,I Never Should Have Let You In,Isotopes,spotify:track:5xv4YoVa5rEhDf2cwrES48,0.507,0.954,3,-2.859,0,0.0398,6.57e-06,4.72e-05,0.713,0.53,128.031,audio_features,5xv4YoVa5rEhDf2cwrES48,spotify:track:5xv4YoVa5rEhDf2cwrES48,https://api.spotify.com/v1/tracks/5xv4YoVa5rEhDf2cwrES48,https://api.spotify.com/v1/audio-analysis/5xv4YoVa5rEhDf2cwrES48,258316,4
58,Feel so Empty,Dream on Dreamer,spotify:track:3QhSxccfgEOHG68IE63dgp,0.479,0.939,5,-3.278,0,0.0592,0.0033,0.0,0.119,0.45,91.012,audio_features,3QhSxccfgEOHG68IE63dgp,spotify:track:3QhSxccfgEOHG68IE63dgp,https://api.spotify.com/v1/tracks/3QhSxccfgEOHG68IE63dgp,https://api.spotify.com/v1/audio-analysis/3QhSxccfgEOHG68IE63dgp,243956,4
59,Breathless - Decent & Snapper & Zephyrway Remix,Decent & Snapper,spotify:track:3CvUJuXV6TApopyJZKZ5Uz,0.307,0.975,1,-3.05,0,0.187,0.000371,0.000185,0.226,0.0802,172.037,audio_features,3CvUJuXV6TApopyJZKZ5Uz,spotify:track:3CvUJuXV6TApopyJZKZ5Uz,https://api.spotify.com/v1/tracks/3CvUJuXV6TApopyJZKZ5Uz,https://api.spotify.com/v1/audio-analysis/3CvUJuXV6TApopyJZKZ5Uz,273488,4
